name,ingredients
jens's seabreeze (layered version),"cranberry juice, grapefruit juice, pineapple juice, stolichnaya elit vodka"
bank holiday,"campari bitter liqueur, gin, orange juice, soda water"
mare of conshohocken,"cucumber, irish whiskey, lemon juice, sugar syrup, suze gentian liqueur"
the monkey's navel,"cocchi americano bianco, cointreau triple sec liqueur, hot monkey pepper vodka, orange juice, soda water, vodka"
that is mahogany!,"ginger ale, lemon juice, pomegranate juice, sugar syrup, vodka"
cato's alliance,"lemon juice, small ripe strawberries, soda water, sugar syrup, vodka"
"loosen your corset, have a drink","bourbon whiskey, ginger ale, lime juice"
the flickerman,"bourbon whiskey, egg white, lemon juice, pineapple juice, white caster sugar"
dondon,"licor 43 original liqueur, lime juice, reposado tequila"
italiano vero,"alchermes, amaro nonino, blood orange juice, nonino il moscato grappa"
gimlet (hales recipe),"absinthe, gin, lime juice, sugar syrup"
amaro dolce,"averna amaro, bombay sapphire gin, campari bitter liqueur"
tommy's mezcal margarita,"agave syrup, del maguey vida mezcal, difford's margarita bitters, lime juice"
rum & rye sour,"angostura aromatic bitters, lemon juice, pasteurised egg white, rum, straight rye whiskey, sugar syrup, tawny port"
the last wall highball,"del maguey vida mezcal, lime juice, luxardo maraschino liqueur, soda water, yellow chartreuse liqueur"
parisian blonde,"jamaican aged blended rum, orange curacao liqueur, single cream / half-and-half, sugar syrup"
devil smoked margarita,"claret red wine, del maguey vida mezcal, lime juice, sugar syrup"
dave's caipirinha,"lime, patron silver blanco tequila, powdered sugar"
grand prix,"campari bitter liqueur, gabriel boudier creme de cassis de dijon, noilly prat dry vermouth, orange bitters, vodka"
james's chocolate negroni,"chocolate bitters, gin, italian red bitter liqueur, punt e mes or other full-bodied vermouth, white creme de cacao liqueur"
taste of paradise,"falernum syrup, le sirop de monin pamplemousse pink grapefruit syrup, lime juice, monin orgeat syrup, plum bitters, white 1-3 year old light rum"
kaven's gin basil smash,"basil leaves, gin, lavender sugar syrup, lemon juice"
canary flip - kelsey's version,"advocaat liqueur, lemon juice, riesling wine"
apple business (hales recipe),"eager apple juice, gin, honey syrup, lemon juice"
mezcal mosquito,"campari bitter liqueur, homemade ginger juice syrup, lemon juice, mezcal"
dogg royale,"'simple' sugar syrup, black raspberry liqueur, indoggo gin, lemon juice, orange curacao liqueur, prosecco sparkling wine"
rosina ferrario no. 203,"bepi tosolini grappa di moscato, creme de violette liqueur, lemon juice, luxardo maraschino liqueur"
spicy manhattan,"boker's bitters, piment d'espelette chile liqueur, straight rye whiskey, sweet vermouth"
brasil,"cachaca, lemon juice, sugar syrup, yellow chartreuse liqueur"
ben hales's weissen sour,"bourbon whiskey, lemon juice, orange bitters, orange marmalade, weisse beer"
andy cohen's cosmopolitan cocktail,"cranberry juice, lime juice, triple sec liqueur, vodka"
new england sour,"angostura aromatic bitters, grapefruit juice, maple syrup, vodka"
chad's old fashioned cocktail (difford's recipe),"abbott's bitters, blossoms grenadine syrup, bourbon whiskey, cointreau triple sec liqueur, orgeat sugar syrup"
number 10,"celery bitters, lime juice, o/purist tsipouro, prosecco sparkling wine, sour apple liqueur, sugar syrup"
johannes's oriental,"cocchi storico vermouth di torino, cointreau triple sec liqueur, lime juice, rittenhouse bottled-in-bond straight rye whiskey"
channing's apple daiquiri,"apple juice, cinnamon powder, lime juice, sugar syrup, white 1-3 year old light rum, white caster sugar"
megan's in-seine,"absinthe verte, bourbon whiskey, cognac, elderflower liqueur, fee brothers lemon bitters, lemon peel"
white heart,"baileys irish cream liqueur, blended scotch whisky, disaronno amaretto, double cream / heavy cream, orgeat sugar syrup"
alambic sidecar,"demerara / dark muscovado sugar syrup, lemon juice, orange curacao liqueur, osocalis rare alambic brandy"
parthenon old-fashioned,"angostura aromatic bitters, navy rum, o/purist tsipouro, vanilla sugar"
ether,"green chartreuse liqueur, lime juice, o/purist tsipouro, pineapple juice, sugar syrup, triple sec"
white grape,"americano bianco, o/purist tsipouro, suze gentian liqueur"
silenus,"honey syrup, o/purist tsipouro, riesling wine, soy sauce"
kroton cup,"luxardo maraschino liqueur, o/purist tsipouro, peychaud's or other creole-style bitters, shiraz red wine, sugar syrup, triple sec"
greek vacation,"honey syrup, lemon juice, martini extra dry vermouth, o/purist tsipouro, triple sec"
around the world,"angostura aromatic bitters, difford's falernum liqueur, lime juice, martinique blanc rhum agricole, o/purist tsipouro, pineapple juice"
sid and nancy,"banana liqueur, brown creme de cacao, lime juice, o/purist tsipouro, pineapple juice"
red echo,"difford's falernum liqueur, difford's saline solution, manzanilla sherry, o/purist tsipouro, peychaud's or other creole-style bitters"
kaven's gin garden,"apple juice, cucumber, elderflower liqueur, gin, lemon juice"
james's mudslide,"coffee liqueur, irish cream liqueur, vanilla ice-cream, vodka"
brandy alexander,"cognac, dark creme de cacao liqueur, single cream / half-and-half, white creme de cacao liqueur"
blushin' russian,"amaretto liqueur, coffee liqueur, single cream / half-and-half, vodka"
paper boi,"amaro nonino quintessentia, bourbon whiskey, campari bitter liqueur, lemon juice, limoncello liqueur"
welcome back to twin peaks,"angostura or other aromatic bitters, bourbon whiskey, cherry brandy liqueur, coffee bitters, espresso coffee, lemon peel, maple syrup, maraschino cherries"
el presidente,"combier l'original triple sec liqueur, dolin blanc vermouth de chambery, el dorado 3 year old white rum, grenadine/pomegranate syrup, lemon peel"
mezcal sour,"egg white, lime juice, mezcal, monin orange syrup"
kamala,"cointreau triple sec liqueur, dry vermouth, white 1-3 year old light rum"
tim lister's lucky lily margarita,"agave syrup, black pepper, lime juice, pineapple juice, reposado tequila"
mattias's green eyes,"'simple' sugar syrup, egg white, gin, green chartreuse liqueur, lime juice"
east side,"'simple' sugar syrup, cucumber, gin, lime juice, mint leaves"
sugar plum,"gin, grapefruit juice, grenadine syrup"
mattias's tuxedo no. 2 (flora bar's recipe),"absinthe, gin, luxardo maraschino liqueur, martini bianco vermouth, orange bitters"
mattias's martinez,"gin, luxardo maraschino liqueur, orange bitters, rosso/rouge vermouth"
mattias's abbey,"gin, lillet blanc, orange bitters, orange juice"
grapefruit daquiri,"agave syrup, gin, grapefruit juice, lime juice"
mattias's scofflaw,"dry vermouth, grenadine syrup, lemon juice, orange bitters, rye whiskey"
whiskey flip,"'simple' sugar syrup, angostura aromatic bitters, blended scotch whisky, egg"
mattias's port old-fashioned,"angostura or other aromatic bitters, bourbon whiskey, maple syrup, ruby port"
mattias's bourbon milk punch,"'simple' sugar syrup, bourbon whiskey, caribbean blended rum aged 6-10 years, milk, vanilla extract"
voodoo of pele,"bols banana liqueur, coconut oil washed gin, guava juice, lime cordial, lime juice, pineapple juice"
hemingway daquiri,"grapefruit juice, lime juice, luxardo maraschino liqueur, rum"
"bitter, moi?","cherry brandy liqueur, cognac, suze gentian liqueur"
aperol & rhubarb fizz,"aperol aperitivo, gin, lime juice, rhubarb sugar syrup, soda water"
roland's bloody daisy,"blood orange juice, gin, italian red bitter liqueur, lime juice, maraschino syrup, orange bitters, triple sec liqueur"
summer buzz,"agave syrup, beefeater london dry gin, blanco tequila, fever-tree premium indian tonic water, lime juice, mint leaves, root ginger, triple sec"
vaina,"blended scotch whisky, egg yolk, kahlua coffee liqueur, sugar syrup, tawny port"
tall daquiri,"'simple' sugar syrup, flor de cana extra dry 4 year old rum, lime juice, soda water"
blackberry bourbon lemonade,"'simple' sugar syrup, angostura aromatic bitters, blackberries, lemon juice, prosecco sparkling wine, wild turkey 101 proof kentucky straight bourbon whiskey"
up north mule,"cherry juice, ginger beer, lime juice, vodka"
raspberry mojito,"flor de cana extra dry 4 year old rum, lime juice, mint leaves, raspberries"
whiskey sour,"'simple' sugar syrup, angostura or other aromatic bitters, bulleit rye whiskey, egg white, lemon juice"
classic daquiri,"'simple' sugar syrup, lime juice, r.l. seale’s finest rum"
sherbet lemon,"funkin pro citric syrup, gin, pallini limoncello liqueur, ting grapefruit soda"
narantini,"martini extra dry vermouth, oranje vodka, triple sec liqueur"
limontini,"citrus flavoured vodka, limoncello liqueur, martini extra dry vermouth"
bitter last words,"angostura aromatic bitters, green chartreuse liqueur, lime juice, maraschino liqueur"
carlsbad mezek,"becherovka liqueur, ginger beer, lime juice, vodka"
clover club,"gin, lemon juice, pasteurised egg white, raspberries, raspberry sugar syrup"
citrus gin sour,"grapefruit sugar syrup, lime juice, pasteurised egg white, whitley neill blood orange gin"
limoncello and tonic,"mediterranean tonic water, pallini limoncello liqueur"
irmina's amaretto sour,"angostura or other aromatic bitters, chopin rye vodka, disaronno amaretto, lemon juice, pasteurised egg white"
coconut mai tai (difford's recipe),"grand marnier liqueur, lime juice, malibu coconut liqueur, orgeat sugar syrup, spiced rum"
night barman,"blue curacao liqueur, monin grenadine syrup, orange juice"
black swan,"absinthe verte, boker's bitters, dolin dry vermouth de chambery, lime juice, plymouth gin, sugar syrup"
picollo,"angostura or other aromatic bitters, cinnamon stick, orange bitters, rosso/rouge vermouth, spanish brandy"
shelby,"angostura or other aromatic bitters, bourbon whiskey, coffee liqueur, root ginger"
fell,"angostura or other aromatic bitters, bourbon whiskey, egg white, lemon juice, passion fruit syrup"
crew,"cinnamon whisky, lemon juice, passion fruit syrup, strawberry shrub syrup"
mattias's lynchburg lemonade,"'simple' sugar syrup, angostura or other aromatic bitters, bourbon whiskey, lemon juice, soda water, triple sec liqueur"
bloody 9 years (b9),"cherry heering cherry brandy liqueur, four roses single barrel bourbon, le sirop de monin ginger sugar syrup"
michael's painkiller,"cream of coconut, daiquiri bitters, lime juice, navy rum, orange juice, pineapple juice, pineapple rum"
candy cane cocktail,"bols creme de cacao white, peppermint pastille creme de menthe, pink pigeon single estate mauritian vanilla spiced rum"
kaven's old friend,"elderflower liqueur, gin, italian red bitter liqueur, lemon juice"
blue mark,"blanco tequila, blue curacao, gin, lemon juice, lime juice, luxardo bitter bianco liqueur, luxardo maraschino liqueur, monin pure cane sugar syrup, white 1-3 year old light rum"
port sunrise,"gin, lime juice"
james's caipirissima for breakfast when in the catskills,"agave syrup, bacardi 4 year old gold rum, lime"
jim & ginger,"ginger ale, jim beam original kentucky straight bourbon whiskey, king's ginger liqueur"
low-slung king,"benedictine d.o.m. liqueur, gin, grapefruit juice, lime juice, luxardo maraschino liqueur, maraschino syrup, orange bitters, triple sec liqueur"
elliot's hat,"bourbon whiskey, demerara / dark muscovado / brown sugar, lemon juice, lime juice, navy rum, white 1-3 year old light rum"
macadamia mai tai,"guava juice, light rum, pineapple juice, sailor jerry spiced rum, trader vic's macadamia nut liqueur"
sascha's rhode island red,"creme de cassis liqueur, ginger beer, lemon juice, orange bitters, reposado tequila"
moxie's cherrypolitan cocktail (difford's recipe),"agave syrup, cherry juice, lime juice, orange bitters, triple sec liqueur, vodka"
punta pileta,"grapefruit juice, hesperidina, punt e mes or other full-bodied vermouth, soda from siphon"
tom's weekly special,"gin, grapefruit juice, luxardo maraschino liqueur, suze gentian liqueur"
on the allotment,"cucumber, fever-tree premium indian tonic water, hendrick's gin, lemon juice, lime juice, monin pure cane sugar syrup, passoa liqueur, st-germain elderflower liqueur"
scotch coffee daddy,"blended scotch whisky, coffee liqueur, le sirop de monin noisette / hazelnut sugar syrup, lemon juice"
cassis kiss,"lime juice, martini extra dry vermouth, noir de bourgogne cassis, vodka"
elisangela's margarita on-the-rocks,"agave syrup, lime juice, orange bitters, reposado tequila, triple sec liqueur"
a midsummer's night's sazerac,"benedictine d.o.m. liqueur, courvoisier vsop exclusif cognac, dale degroff's pimento bitters, difford's falernum liqueur, jade nouvelle-orleans absinthe superieure, the bitter truth creole bitters, the bitter truth jerry thomas bitters, wild turkey 101 proof kentucky straight bourbon whiskey"
passion fruit sour,"egg white, lime juice, passion fruit syrup, sugar syrup, white 1-3 year old light rum"
real coconut daiquiri,"koko kanu coconut rum, lime juice, re'al coco cream of coconut, white 1-3 year old light rum"
rasping coconi,"cream of coconut, lime juice, raspberries, raspberry sugar syrup, white 1-3 year old light rum"
old maid rickey,"cucumber, gin, lime juice, mint leaves, soda water, sugar syrup"
love all,"'simple' sugar syrup, green chartreuse liqueur, midori melon liqueur, navy strength gin, rothman & winter creme de violette liqueur, sipsmith london dry gin, soda water, strawberry sugar syrup, supasawa sour cocktail mixer"
andrew's monte paloma,"agave syrup, grapefruit juice, montenegro amaro, reposado tequila, soda water"
marianito,"angostura or other aromatic bitters, campari bitter liqueur, dry gin, red/rosso vermouth semi-dry"
grzegorz's strawberry martini,"black pepper, blended scotch whisky, elderflower syrup, single cream / half-and-half, small ripe strawberries"
harry's improved whiskey cocktail,"angostura or other aromatic bitters, lucid absinthe superieure, luxardo maraschino liqueur, straight rye whiskey, sugar syrup"
